,SK_ID_CURR,DAYS_BIRTH,DAYS_EMPLOYED,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,DAYS_EMPLOYED_PERC,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN
319570,187603,-11183,-2614.0,3,3,0.3886885797556531,0.5652199772985788,0.5867400085415683,0,0,1,0.2337476526871143,-1228.0,-898.0,-198.66666666666663,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1.0
319582,187717,-18487,-7218.0,2,2,0.5068562993052422,0.4378923546979404,0.6658549219640212,1,0,1,0.3904365229620815,-1559.0,-1197.0,-14.5,1.0,0.0,1.0,0.0,0.0,1.0
319615,187949,-14348,-1145.0,3,3,0.5068562993052422,0.0685675434865113,0.6212263380626669,1,0,1,0.0798020630052969,-1417.0,-1157.6666666666667,-932.3333333333334,0.0,1.0,0.1538461538461538,0.8461538461538461,0.8461538461538461,0.1538461538461538
319648,188153,-18472,-11058.0,2,2,0.5068562993052422,0.4518569393541579,0.5316861425197883,1,0,1,0.5986357730619316,-1991.0,-1483.3333333333333,-521.0,0.3333333333333333,0.6666666666666666,0.75,0.0,0.0,1.0
319672,188324,-22596,-1758.0,2,2,0.5068562993052422,0.5637630973619067,0.5316861425197883,0,0,1,0.1310344827586207,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.0,0.0,1.0
319722,188715,-16668,-1858.0,2,2,0.5068562993052422,0.4379623290109724,0.3910549766342248,1,1,0,0.1114710823134149,-2323.0,-959.4,-265.2,0.8,0.2,1.0,0.0,0.0,1.0
319742,188875,-16778,-1242.0,2,2,0.5068562993052422,0.3268769579438064,0.2822484337007223,1,0,0,0.0740255095958993,-404.0,-255.33333333333331,-112.0,0.6666666666666666,0.3333333333333333,0.2727272727272727,0.3636363636363636,0.2727272727272727,0.6363636363636364
319749,188928,-9921,-814.0,2,2,0.3491000242357587,0.5065508495895962,0.3409064264152384,1,0,1,0.0820481806269529,-76.0,-76.0,-36.0,1.0,0.0,0.75,0.0,0.0,1.0
319753,188948,-11361,-158.0,2,2,0.26529482908239,0.7547706335111803,0.4311917977993083,0,0,1,0.0139072264765425,-1015.0,-775.0,-164.5,0.5,0.5,0.125,0.375,0.125,0.625
319788,189252,-16376,-1095.0,2,2,0.5068562993052422,0.5142174453088691,0.6940926425266661,0,1,0,0.0668661455788959,-2713.0,-2713.0,-2376.0,0.0,1.0,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.8333333333333334
319812,189397,-14717,-915.0,3,2,0.5403007238803248,0.5573152523965761,0.5849900404894085,0,0,1,0.0621729972141061,-1255.0,-1015.8571428571428,-657.2857142857143,0.1428571428571428,0.8571428571428571,0.75,0.0,0.0,1.0
319821,189491,-22965,-1758.0,2,2,0.5068562993052422,0.4790049560964404,0.8193176922872417,0,0,1,0.1310344827586207,-2824.0,-2194.0,-1071.25,0.0,1.0,0.5,0.0,0.0,1.0
319858,189799,-16930,-620.0,1,1,0.5068562993052422,0.6385530550045534,0.2176285202779586,0,0,1,0.0366213821618428,-1860.0,-1144.8333333333333,-249.66666666666663,0.6666666666666666,0.3333333333333333,0.75,0.25,0.25,0.75
319864,189843,-15974,-1288.0,2,2,0.5068562993052422,0.5829747317972265,0.5849900404894085,1,0,0,0.0806310254163014,-827.0,-827.0,-96.0,0.0,1.0,0.5,0.0,0.0,1.0
319909,190200,-9964,-867.0,2,2,0.1270180520222983,0.3559924890634524,0.4686596550493113,1,1,0,0.08701324769169,-163.0,-163.0,-11.0,1.0,0.0,0.0571428571428571,0.7714285714285715,0.4857142857142857,0.2285714285714285
319918,190290,-9800,-1139.0,2,2,0.1855226890271654,0.3381556638675228,0.5316861425197883,1,1,0,0.1162244897959183,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.1428571428571428,0.0,0.8571428571428571
319990,190860,-16143,-2002.0,2,2,0.4327030093618969,0.4903430800442458,0.4884551844437485,1,0,1,0.1240166016229945,-2824.0,-1395.9166666666667,-809.5,0.1666666666666666,0.8333333333333334,0.2777777777777778,0.5,0.1944444444444444,0.4722222222222222
320016,190993,-14951,-7771.0,2,2,0.320939944715342,0.6360510101241702,0.5316861425197883,1,0,1,0.5197645642431944,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.25,0.75,0.75,0.25
320120,191824,-12210,-1963.0,1,1,0.3309742888688518,0.6805636843294351,0.1528662291550415,0,0,1,0.1607698607698607,-1160.0,-776.5,-322.6666666666667,0.5,0.5,0.5,0.0,0.0,1.0
320138,191918,-17563,-203.0,2,2,0.6268965872179442,0.3837488787618142,0.5797274227921155,1,0,1,0.0115583897967317,-2093.0,-1312.125,-845.125,0.25,0.75,0.4615384615384615,0.1538461538461538,0.0769230769230769,0.8461538461538461
320247,192721,-15992,-499.0,2,2,0.5068562993052422,0.6881073935149926,0.1566398270314114,1,0,1,0.0312031015507753,-2829.0,-1204.7142857142858,-730.7142857142857,0.2142857142857142,0.7857142857142857,1.0,0.0,0.0,1.0
320312,193151,-14399,-1009.0,2,2,0.5068562993052422,0.6013454592589491,0.5352762504724826,0,1,0,0.0700743107160219,-752.0,-691.3333333333334,-239.0,1.0,0.0,1.0,0.0,0.0,1.0
320332,193322,-20181,-840.0,2,2,0.4101755740988467,0.6954970766389634,0.5585066276769286,1,1,0,0.0416233090530697,-2396.0,-1319.9,-628.3,0.3,0.7,1.0,0.0,0.0,1.0
320348,193436,-8870,-1262.0,2,2,0.5068562993052422,0.2702036070908171,0.2735646775174348,1,1,0,0.1422773393461104,-630.0,-351.8,-135.0,0.8,0.2,0.5,0.0,0.0,1.0
320362,193507,-17448,-5106.0,2,2,0.4812166514745976,0.198344276510874,0.6925590674998008,0,1,0,0.2926409903713893,-953.0,-946.6,-378.2,0.4,0.6,0.7777777777777778,0.0,0.0,1.0
320402,193774,-10688,-603.0,2,2,0.5068562993052422,0.5825812697798687,0.2498850627504553,1,0,0,0.0564184131736527,-356.0,-192.0,-91.5,0.5,0.5,1.0,0.0,0.0,1.0
320433,193983,-22335,-1758.0,2,2,0.5068562993052422,0.299385464396377,0.3409064264152384,0,0,1,0.1310344827586207,-2910.0,-868.5,-610.5,0.5,0.5,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.7222222222222222
320469,194213,-19455,-1522.0,2,2,0.5068562993052422,0.58516872182435,0.4083588531230431,0,0,1,0.0782318170136211,-2776.0,-1183.111111111111,-559.1111111111111,0.3333333333333333,0.6666666666666666,0.6,0.4,0.4,0.6
320500,194414,-17091,-6369.0,2,2,0.5068562993052422,0.6254375647288161,0.3962195720630885,1,1,0,0.3726522731262068,-2844.0,-1387.75,-570.75,0.625,0.375,1.0,0.0,0.0,1.0
320507,194469,-11570,-3209.0,2,2,0.5068562993052422,0.6801261629274102,0.7032033049040319,1,0,1,0.2773552290406223,-1610.0,-1293.0,-142.0,0.5,0.5,1.0,0.0,0.0,1.0
320514,194523,-13250,-1212.0,1,1,0.5068562993052422,0.3838419676805389,0.0441303158529594,0,1,0,0.0914716981132075,-903.0,-584.0,-22.0,1.0,0.0,1.0,0.0,0.0,1.0
320525,194581,-20536,-1025.0,2,2,0.5068562993052422,0.0986384674010815,0.2498850627504553,0,0,1,0.0499123490455784,-1174.0,-744.2857142857143,-413.7142857142857,0.4285714285714285,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.6666666666666666
320535,194620,-10334,-1835.0,2,2,0.3120979335361809,0.3643069022857584,0.746300213050371,1,0,1,0.1775691890845752,-1133.0,-1133.0,-1124.0,1.0,0.0,1.0,0.0,0.0,1.0
320536,194627,-8459,-743.0,2,2,0.3316695112531139,0.4314602728430682,0.3360615207658242,1,0,0,0.0878354415415533,-274.0,-258.5,-27.0,1.0,0.0,1.0,0.0,0.0,1.0
320573,194887,-11963,-4766.0,2,2,0.4092007464048548,0.5947958781380263,0.6577838002083306,1,1,0,0.3983950514085095,-797.0,-797.0,-668.0,0.0,1.0,1.0,0.0,0.0,1.0
320609,195117,-21178,-1758.0,3,3,0.5068562993052422,0.3487517355467942,0.3706496323299817,0,1,0,0.1310344827586207,-996.0,-800.75,-356.5,0.75,0.25,0.2,0.2,0.2,0.8
320635,195326,-19408,-763.0,2,2,0.5068562993052422,0.5162437788322439,0.1153866620073356,1,1,0,0.0393136850783182,-2620.0,-1007.8076923076924,-518.0769230769231,0.3076923076923077,0.6923076923076923,0.6,0.0,0.0,0.9
320654,195461,-8049,-185.0,2,2,0.5111232994021984,0.1293775096186313,0.5316861425197883,1,0,0,0.02298422164244,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.75,0.0,0.0,1.0
320657,195466,-18308,-1758.0,2,2,0.5068562993052422,0.4446855559032537,0.5046813193144684,0,0,1,0.1310344827586207,-317.0,-317.0,-8.0,1.0,0.0,0.8,0.0,0.0,1.0
320680,195626,-22126,-1758.0,2,2,0.5068562993052422,0.2544901893886631,0.7295666907060153,0,0,1,0.1310344827586207,-2838.0,-2346.0,-1934.5,0.0,1.0,0.9,0.0,0.0,1.0
320690,195710,-10373,-1591.0,2,2,0.1518565469864446,0.0999310754133658,0.524496446363472,1,1,0,0.1533789646196857,-1291.0,-714.625,-277.0,0.5,0.5,0.6666666666666666,0.0,0.0,0.6666666666666666
320696,195740,-12208,-3384.0,2,2,0.4990039559945889,0.6191103927907312,0.7490217048463391,1,1,0,0.2771952817824377,-2049.0,-1783.3333333333333,-1479.0,0.0,1.0,0.3235294117647059,0.1764705882352941,0.1470588235294117,0.8235294117647058
320702,195789,-8845,-1482.0,2,2,0.5068562993052422,0.5472258743280612,0.5028782772082183,1,0,1,0.1675522894290559,-610.0,-610.0,-306.0,0.0,1.0,0.75,0.0,0.0,1.0
320754,196085,-16643,-2663.0,3,3,0.5068562993052422,0.2526648930159872,0.1852020815902493,1,1,0,0.1600072102385387,-2581.0,-1586.3333333333333,-723.3333333333334,0.4444444444444444,0.5555555555555556,0.5714285714285714,0.1428571428571428,0.1428571428571428,0.8571428571428571
320773,196274,-19379,-703.0,2,2,0.5068562993052422,0.5315258615294862,0.4418358231994413,1,0,1,0.0362763816502399,-2665.0,-1111.0,-672.0,0.1428571428571428,0.8571428571428571,0.6,0.2,0.2,0.8
320793,196388,-9114,-2012.0,2,2,0.0473012522734737,0.4536774223284598,0.3606125659189888,0,0,1,0.2207592714505157,-1257.0,-581.1666666666666,-362.1666666666667,0.5,0.5,1.0,0.0,0.0,1.0
320799,196436,-16524,-393.0,2,2,0.4648816930539349,0.4901955297694898,0.5867400085415683,0,0,1,0.0237835875090777,-2513.0,-1789.7142857142858,-1463.571428571429,0.0,1.0,1.0,0.0,0.0,1.0
320844,196747,-22554,-1758.0,2,2,0.5068562993052422,0.6367948171975214,0.5316861425197883,0,0,1,0.1310344827586207,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.0,0.0,0.8333333333333334
320862,196884,-8581,-712.0,1,1,0.607822460418248,0.6514602562549161,0.5424451438613613,1,0,0,0.0829740123528726,-1172.0,-638.25,-201.75,0.5,0.5,1.0,0.0,0.0,1.0
320897,197166,-23290,-1758.0,2,2,0.5068562993052422,0.6437401969566012,0.7435593141311444,0,1,0,0.1310344827586207,-2167.0,-1154.888888888889,-794.7777777777778,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
320973,197603,-11577,-1253.0,3,3,0.5068562993052422,0.5300717397907456,0.4866531565147181,0,1,0,0.108231838991103,-2836.0,-1916.4285714285716,-1216.2857142857142,0.0,1.0,1.0,0.0,0.0,1.0
321031,197967,-10404,-2116.0,2,2,0.4136615908000589,0.5609753159304787,0.4489622731076524,0,1,0,0.2033833141099577,-1372.0,-811.0,-498.0,0.0,1.0,0.375,0.5,0.125,0.5
321032,197969,-13939,-388.0,2,2,0.1331182624905307,0.5948854715730749,0.3457848024695955,0,0,1,0.0278355692660879,-1181.0,-754.2,-467.9,0.3,0.7,0.375,0.125,0.0,0.875
321050,198099,-18600,-3404.0,2,2,0.5068562993052422,0.3293355389739838,0.7380196196295241,1,0,1,0.183010752688172,-2106.0,-1788.5,-537.25,0.25,0.75,1.0,0.0,0.0,1.0
321091,198370,-19366,-1758.0,2,2,0.686443765443047,0.4563236519186257,0.5172965813614878,0,0,1,0.1310344827586207,-42.0,-42.0,-12.0,1.0,0.0,0.5,0.5,0.5,0.5
321105,198452,-11403,-1331.0,2,2,0.7741947929076388,0.6284857380269584,0.6479768603302221,1,0,1,0.116723669209857,-1045.0,-1027.5,-66.5,1.0,0.0,1.0,0.0,0.0,1.0
321115,198568,-19312,-2397.0,2,2,0.5068562993052422,0.6419126249770846,0.7394117535524816,0,1,0,0.1241197183098591,-2524.0,-1205.3333333333333,-441.55555555555554,0.2222222222222222,0.7777777777777778,0.5,0.0,0.0,1.0
321135,198704,-15469,-1208.0,2,2,0.5068562993052422,0.0347813087116795,0.3092753558842053,0,0,1,0.0780916672053785,-1968.0,-1488.0,-917.1428571428572,0.1428571428571428,0.8571428571428571,0.5,0.0,0.0,1.0
321208,199141,-9570,-1355.0,2,2,0.4215384909344488,0.6474576408401098,0.5316861425197883,0,0,0,0.1415882967607105,-1509.0,-1509.0,-6.0,0.0,1.0,1.0,0.0,0.0,1.0
321269,199560,-10024,-2318.0,2,2,0.5068562993052422,0.497755004531758,0.4436153084085652,0,0,1,0.2312450119712689,-1957.0,-1040.6666666666667,-189.22222222222223,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.0,0.0,1.0
321352,200064,-12371,-3329.0,2,2,0.3884911647218929,0.7275685506845139,0.4241303111942548,1,0,1,0.2690970818850537,-2166.0,-1040.7777777777778,-667.6666666666666,0.1111111111111111,0.8888888888888888,0.8,0.0,0.0,1.0
321373,200207,-15328,-1318.0,1,1,0.5068562993052422,0.738484277247641,0.5316861425197883,0,0,1,0.0859864300626304,-2621.0,-2621.0,-2378.0,0.0,1.0,1.0,0.0,0.0,1.0
321381,200268,-8084,-1133.0,3,3,0.2342946199355699,0.301158965199353,0.1735274304649146,1,0,1,0.1401533894111825,-536.0,-247.5,-56.25,0.75,0.25,1.0,0.0,0.0,1.0
321382,200277,-20804,-1758.0,2,2,0.5932450285380093,0.5990943906877257,0.5316861425197883,0,0,1,0.1310344827586207,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
321386,200306,-14235,-4670.0,3,3,0.3969445539461933,0.1779998504620004,0.6023863442690867,0,1,0,0.3280646294344924,-2856.0,-1905.9166666666667,-1116.5,0.25,0.75,1.0,0.0,0.0,1.0
321394,200383,-12545,-1905.0,2,2,0.1811343208404076,0.6582904464035082,0.4956658291397297,1,0,1,0.1518533280191311,-2556.0,-1199.4,-374.0,0.4,0.6,0.875,0.125,0.0,0.875
321429,200587,-10663,-220.0,2,2,0.1545352326526821,0.1922243598134042,0.5971924268337128,1,0,1,0.0206320922817218,-1576.0,-1177.6666666666667,-435.0,0.3333333333333333,0.6666666666666666,0.375,0.375,0.25,0.625
321440,200638,-15401,-1203.0,2,2,0.5860565577574567,0.5429475940796692,0.7738956942145427,1,0,1,0.0781118109213687,-2914.0,-1666.25,-1037.125,0.25,0.75,1.0,0.0,0.0,1.0
321456,200756,-12876,-188.0,2,2,0.465325913978024,0.2258600491730981,0.5316861425197883,1,0,1,0.0146008077042559,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.6,0.0,0.0,1.0
321495,201072,-18600,-5388.0,2,2,0.5068562993052422,0.5370214250994472,0.6769925032909132,0,1,0,0.2896774193548387,-2722.0,-1464.1538461538462,-646.8461538461538,0.3846153846153846,0.6153846153846154,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.6666666666666666
321519,201254,-18080,-1699.0,2,2,0.5068562993052422,0.6749616719715295,0.4920600938649263,1,0,1,0.093971238938053,-1784.0,-835.0,-324.0,0.6,0.4,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
321533,201347,-10229,-1233.0,2,2,0.5068562993052422,0.5857047564963921,0.2910973802776635,1,0,1,0.1205396421937628,-543.0,-358.6,-54.8,0.8,0.2,1.0,0.0,0.0,1.0
321551,201474,-12387,-503.0,2,2,0.3025562577859563,0.6823864234679871,0.3606125659189888,0,0,1,0.0406070880762089,-1652.0,-1130.0,-702.4285714285714,0.2857142857142857,0.7142857142857143,0.4666666666666667,0.2666666666666666,0.2666666666666666,0.7333333333333333
321585,201674,-24281,-1758.0,2,2,0.5068562993052422,0.4072754189233125,0.6313545365850379,0,0,1,0.1310344827586207,-878.0,-651.0,-24.0,1.0,0.0,1.0,0.0,0.0,1.0
321607,201785,-12707,-1109.0,2,2,0.6915276311893606,0.4065893456436263,0.0523933458392391,1,0,1,0.087274730463524,-849.0,-455.25,-59.25,0.75,0.25,0.25,0.25,0.1666666666666666,0.75
321785,202897,-17472,-3719.0,2,2,0.7722821927404527,0.6165390692202083,0.6642482627052363,1,0,1,0.2128548534798534,-2254.0,-1226.2857142857142,-370.57142857142856,0.4285714285714285,0.5714285714285714,1.0,0.0,0.0,1.0
321808,203089,-23160,-1758.0,2,2,0.7664618387342194,0.4397178693983623,0.5460231970049609,0,0,1,0.1310344827586207,-931.0,-884.5,-667.0,0.0,1.0,1.0,0.0,0.0,1.0
321879,203590,-11586,-1974.0,3,3,0.6333264540536709,0.6397029981210802,0.2750003523983893,0,0,1,0.170378042465044,-2748.0,-1188.5555555555557,-651.4444444444445,0.4444444444444444,0.5555555555555556,0.4166666666666667,0.0833333333333333,0.0,0.9166666666666666
321900,203769,-23222,-3700.0,2,2,0.6931017740108258,0.4397825195832537,0.3409064264152384,1,0,1,0.1593316682456291,-2702.0,-1405.0,-530.9230769230769,0.3846153846153846,0.6153846153846154,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.7222222222222222
321901,203774,-15546,-5281.0,2,2,0.6845628464671079,0.4316372991476764,0.5316861425197883,1,0,1,0.3397015309404348,-2718.0,-2718.0,-2158.0,0.0,1.0,0.9090909090909092,0.0909090909090909,0.0,0.9090909090909092
321915,203870,-16475,-259.0,1,1,0.6783112651510544,0.6895369976011972,0.5919766183185521,0,1,0,0.015720789074355,-959.0,-800.75,-173.5,0.5,0.5,0.6666666666666666,0.0,0.0,1.0
321936,204027,-13862,-5463.0,2,2,0.5068562993052422,0.4204086564199136,0.7623356180684377,0,1,0,0.3940989756167941,-2790.0,-2153.333333333333,-1411.3333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
321943,204073,-11590,-643.0,2,2,0.5731622307557132,0.22790447723524,0.5638350489514956,1,0,1,0.055478861087144,-951.0,-641.5,-202.25,0.75,0.25,1.0,0.0,0.0,1.0
321952,204139,-10450,-642.0,3,3,0.1680603906949564,0.0853199570247563,0.6910212267577837,1,0,1,0.0614354066985645,-1854.0,-1105.923076923077,-663.5384615384615,0.3846153846153846,0.6153846153846154,1.0,0.0,0.0,1.0
321956,204181,-19161,-479.0,2,2,0.5068562993052422,0.5856835312511854,0.2405414172860865,1,0,1,0.0249986952664265,-2902.0,-1167.142857142857,-464.2142857142857,0.4285714285714285,0.5714285714285714,0.2307692307692307,0.3846153846153846,0.0,0.5384615384615384
322100,205204,-15313,-285.0,2,2,0.5068562993052422,0.7133009240971394,0.7076993447402619,0,1,0,0.0186116371710311,-2151.0,-1160.3333333333333,-370.75,0.25,0.75,1.0,0.0,0.0,1.0
322164,205600,-14208,-1693.0,2,2,0.724101195335457,0.6925250665176473,0.41534714488434,1,0,1,0.1191582207207207,-705.0,-683.6666666666666,-51.66666666666666,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.5555555555555556
322171,205628,-8363,-613.0,3,3,0.5068562993052422,0.2080905887315724,0.5316861425197883,1,0,0,0.073299055362908,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.75,0.0,0.0,1.0
322176,205642,-11314,-1686.0,3,3,0.5068562993052422,0.0152816739760572,0.2340151665320674,0,0,1,0.149018914619056,-1410.0,-698.7272727272727,-286.09090909090907,0.4545454545454545,0.5454545454545454,0.3529411764705882,0.3529411764705882,0.2352941176470588,0.6470588235294118
322200,205797,-19507,-2875.0,2,2,0.7407281027751841,0.7439245820500041,0.5424451438613613,0,0,1,0.1473829907212795,-1638.0,-906.4,-396.4,0.2,0.8,0.875,0.125,0.125,0.875
322211,205836,-9828,-1589.0,2,2,0.5068562993052422,0.4013557456818633,0.6144143775673561,1,0,1,0.1616809116809116,-774.0,-570.0,-263.5,0.5,0.5,1.0,0.0,0.0,1.0
322216,205873,-21637,-1758.0,2,2,0.5068562993052422,0.218054944076744,0.7062051096536562,0,0,1,0.1310344827586207,-1838.0,-1151.125,-912.75,0.125,0.875,1.0,0.0,0.0,1.0
322290,206424,-12909,-1536.0,2,2,0.26075080177735,0.5082998685734041,0.6446794549585961,1,1,0,0.118986753427841,-2890.0,-2303.714285714286,-735.5714285714286,0.2857142857142857,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666
322327,206703,-17060,-568.0,2,2,0.8035430521075501,0.7603051978851461,0.4118485559242397,1,0,1,0.0332942555685814,-1029.0,-608.2,-216.8,0.6,0.4,1.0,0.0,0.0,1.0
322348,206831,-24144,-1758.0,2,2,0.5068562993052422,0.5188264342926406,0.5316861425197883,0,0,1,0.1310344827586207,-1513.0,-1116.5,-877.5,0.0,1.0,1.0,0.0,0.0,1.0
322383,207163,-18251,-11613.0,2,2,0.5068562993052422,0.1203393190729402,0.1895952597360396,1,0,1,0.6362939017040162,-2821.0,-1544.8333333333333,-984.4444444444443,0.2222222222222222,0.7777777777777778,0.8571428571428571,0.0,0.0,1.0
322385,207168,-11301,-4675.0,2,2,0.5068562993052422,0.5732575184310608,0.6785676886853644,1,1,0,0.4136802052915671,-2359.0,-1305.625,-634.875,0.25,0.75,0.6666666666666666,0.0,0.0,0.6666666666666666
322424,207428,-14721,-4663.0,2,2,0.5068562993052422,0.52927638450755,0.4382813743111921,1,1,0,0.3167583723931798,-1546.0,-738.4444444444445,-476.1111111111111,0.4444444444444444,0.5555555555555556,0.75,0.0,0.0,1.0
322437,207533,-18131,-1165.0,2,2,0.5068562993052422,0.7110417581038596,0.4578995512067301,1,0,1,0.0642545915834758,-2190.0,-897.5833333333334,-453.5833333333333,0.3333333333333333,0.6666666666666666,0.3,0.4,0.0,0.6
322478,207865,-19509,-6683.0,2,2,0.3637646817266473,0.5809478161764047,0.6092756673894402,0,1,0,0.3425598441744836,-2904.0,-1737.6923076923076,-836.3076923076923,0.2307692307692307,0.7692307692307693,0.5714285714285714,0.0,0.0,1.0
322513,208102,-20610,-1758.0,3,3,0.5068562993052422,0.3465993143940414,0.5567274263630174,0,1,0,0.1310344827586207,-2481.0,-1332.3,-948.0,0.2,0.8,0.8,0.2,0.0,0.8
322523,208149,-22290,-1758.0,3,3,0.4449970450835539,0.4262326899889679,0.746300213050371,0,0,1,0.1310344827586207,-1711.0,-1033.6666666666667,-517.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
322647,209056,-10270,-2090.0,3,1,0.4171928177382605,0.4083527545841681,0.4048783643353997,1,0,1,0.2035053554040896,-190.0,-190.0,-129.0,1.0,0.0,0.5,0.0,0.0,1.0
322663,209121,-14737,-8024.0,2,2,0.6442337680673614,0.5588792460177539,0.8347841592331774,1,0,1,0.5444798805727081,-866.0,-866.0,-689.0,0.0,1.0,0.625,0.125,0.0,0.875
322754,209845,-13463,-1748.0,1,1,0.5068562993052422,0.6886327811464812,0.1510075350878296,1,0,0,0.1298373319468172,-677.0,-375.0,-65.2,0.8,0.2,0.25,0.75,0.0,0.25
322814,210242,-24118,-1758.0,1,1,0.443532643199053,0.6199093508322607,0.746300213050371,0,0,1,0.1310344827586207,-1314.0,-1118.0,-688.5,0.0,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666
322847,210591,-20612,-1758.0,2,2,0.5068562993052422,0.4911956248870282,0.3962195720630885,0,0,1,0.1310344827586207,-502.0,-246.25,-69.25,0.75,0.25,0.5,0.5,0.0,0.5
322851,210616,-14834,-694.0,2,2,0.6143934996355276,0.6841988631039662,0.1777040724853336,0,1,0,0.0467844141836321,-2666.0,-800.2857142857143,-130.28571428571428,0.7142857142857143,0.2857142857142857,0.375,0.125,0.125,0.875
322857,210672,-22369,-1758.0,2,2,0.5068562993052422,0.7751961129455288,0.6910212267577837,0,0,1,0.1310344827586207,-2723.0,-1550.5,-997.1666666666666,0.3333333333333333,0.6666666666666666,0.75,0.0,0.0,1.0
322860,210697,-13457,-3704.0,3,3,0.1918771078476081,0.231172296358246,0.3927738606031339,0,0,1,0.2752470833023705,-2018.0,-1213.9,-205.8,0.4,0.6,0.5,0.0,0.0,1.0
322911,211131,-11966,-1843.0,2,2,0.4554222971006,0.1072800718590134,0.2636468134452008,1,0,1,0.1540197225472171,-2584.0,-880.3333333333334,-59.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0
322918,211177,-23224,-1758.0,3,2,0.5686971961403178,0.5896999490556868,0.3706496323299817,0,0,0,0.1310344827586207,-2884.0,-1184.5,-858.875,0.625,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
322977,211553,-10439,-644.0,2,2,0.1791161585640738,0.4574306025791649,0.2431864804420123,1,0,1,0.0616917329246096,-1628.0,-1628.0,-42.0,0.0,1.0,0.5,0.5,0.5,0.5
322984,211577,-19744,-687.0,3,3,0.6986967637013916,0.5049000651058567,0.4329616670974407,1,0,1,0.0347953808752025,-2177.0,-1161.9375,-579.1875,0.25,0.75,0.3333333333333333,0.0,0.0,1.0
323041,212055,-13299,-2927.0,2,2,0.6320446003366164,0.6237147176588439,0.4596904504249018,0,0,1,0.2200917362207684,-1993.0,-1192.857142857143,-607.7142857142857,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,1.0
323051,212124,-19855,-3704.0,2,2,0.5031098677137051,0.5410585425983052,0.6195277080511546,1,0,1,0.186552505666079,-1987.0,-984.2,-436.0,0.2,0.8,0.4545454545454545,0.1818181818181818,0.1818181818181818,0.8181818181818182
323063,212242,-15255,-5543.0,3,3,0.5068562993052422,0.6293176166841786,0.622922000268356,0,1,0,0.3633562766306129,-1221.0,-742.5,-399.5,0.5,0.5,0.5714285714285714,0.0,0.0,1.0
323087,212409,-10359,-1850.0,2,2,0.368941790733491,0.5809744339767441,0.3092753558842053,0,0,1,0.1785886668597354,-969.0,-832.0,-164.5,0.5,0.5,1.0,0.0,0.0,1.0
323134,212763,-10425,-1394.0,1,1,0.5068562993052422,0.6615980653219238,0.4066174366275036,1,0,1,0.1337170263788968,-1391.0,-1019.0,-448.5,0.75,0.25,1.0,0.0,0.0,1.0
323159,212912,-19665,-2111.0,2,2,0.7331698797000444,0.640957027883902,0.5316861425197883,1,0,1,0.107348080345792,-1838.0,-1094.0,-467.9,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
